Gene stable ID	Gene name	Human gene stable ID	Human gene name	%id. target Human gene identical to query gene	%id. query gene identical to target Human gene	Human orthology confidence [0 low, 1 high]
YER074W	RPS24A	ENSG00000138326	RPS24	56.2963	26.2976	1
YGL234W		ENSG00000159131	GART	37.6559	29.901	1
YJL033W	HCA4	ENSG00000178105	DDX10	38.7013	34.0571	1
YNL339C	YRF1-6	ENSG00000108771	DHX58	7.20818	19.764	0
YNL339C	YRF1-6	ENSG00000107201	DDX58	7.69231	15.4595	0
YNL339C	YRF1-6	ENSG00000115267	IFIH1	8.82195	16	0
YHR200W	RPN10	ENSG00000159352	PSMD4	41.0448	28.9474	1
YGR264C	MES1	ENSG00000166986	MARS	44.2077	36.8889	1
YHR069C		ENSG00000130713	EXOSC2	34.8189	42.6621	1
YOL018C		ENSG00000124222	STX16	18.136	22.1538	0
YOL018C		ENSG00000254995	STX16-NPEPL1	16.1209	16.7539	0
YJL091C		ENSG00000277161	PIGW	30.4082	29.5635	1
YHL049C		ENSG00000108771	DHX58	13.2841	5.30973	0
YHL049C		ENSG00000107201	DDX58	9.22509	2.7027	0
YHL049C		ENSG00000115267	IFIH1	15.1292	4	0
YDL193W		ENSG00000153989	NUS1	14.1333	18.0887	0
YMR102C		ENSG00000131725	WDR44	22.1823	20.2629	0
YBL102W		ENSG00000173349	SFT2D3	22.7907	22.7907	0
YBL102W		ENSG00000198818	SFT2D1	18.1395	24.5283	0
YBL102W		ENSG00000213064	SFT2D2	18.6047	25	0
YOR065W	CYT1	ENSG00000179091	CYC1	46.9256	44.6154	1
YJL045W	YJL045W	ENSG00000073578	SDHA	64.511	61.5964	1
YJL045W	YJL045W	ENSG00000286001	AC021087.5	37.224	66.2921	1
YOR201C	MRM1	ENSG00000278619	MRM1	20.8738	24.3626	0
YLR462W		ENSG00000108771	DHX58	15.3465	4.57227	0
YLR462W		ENSG00000107201	DDX58	10.396	2.27027	0
YLR462W		ENSG00000115267	IFIH1	15.8416	3.12195	0
YDR490C		ENSG00000140992	PDPK1	21.1488	29.1367	0
YIL173W		ENSG00000108018	SORCS1	10.9748	14.5548	0
YIL173W		ENSG00000134243	SORT1	8.84442	16.4862	0
YIL173W		ENSG00000184985	SORCS2	12.266	16.3934	0
YIL173W		ENSG00000137642	SORL1	15.8812	11.1111	0
YIL173W		ENSG00000156395	SORCS3	12.9116	16.3666	0
YMR171C		ENSG00000167778	SPRYD3	2.18182	2.71493	0
YEL022W		ENSG00000164117	FBXO8	4.72927	21.6301	0
YEL022W		ENSG00000146005	PSD2	6.57985	12.4514	0
YEL022W		ENSG00000066777	ARFGEF1	15.9698	12.6014	0
YEL022W		ENSG00000124198	ARFGEF2	16.3811	13.3894	0
YEL022W		ENSG00000100055	CYTH4	7.81357	28.934	0
YEL022W		ENSG00000144711	IQSEC1	12.2687	16.0682	0
YEL022W		ENSG00000108669	CYTH1	8.36189	30.6533	0
YEL022W		ENSG00000156011	PSD3	7.05963	9.83763	0
YEL022W		ENSG00000125637	PSD4	7.40233	10.2273	0
YEL022W		ENSG00000120645	IQSEC3	12.817	15.8206	0
YEL022W		ENSG00000124313	IQSEC2	13.0226	12.7688	0
YEL022W		ENSG00000008256	CYTH3	8.29335	30.3258	0
YEL022W		ENSG00000061987	MON2	9.45853	8.03727	0
YEL022W		ENSG00000105443	CYTH2	7.95065	29	0
YEL022W		ENSG00000268465	AC008403.2	1.64496	24.7423	0
YEL022W		ENSG00000059915	PSD	7.60795	10.8398	0
YEL022W		ENSG00000107862	GBF1	18.1631	14.255	0
YJL130C		ENSG00000084774	CAD	50.0452	49.7978	0
YMR090W		ENSG00000090013	BLVRB	15.4185	16.9903	0
YHR042W	NCP1	ENSG00000127948	POR	32.8509	33.3824	1
YGL124C	MON1	ENSG00000103111	MON1B	18.1677	21.3894	0
YGL124C	MON1	ENSG00000164077	MON1A	21.2733	21.0123	0
YLR148W	PEP3	ENSG00000104142	VPS18	22.658	21.3772	0
YER148W	SPT15	ENSG00000182521	TBPL2	62.5	40	1
YML124C		ENSG00000261456	TUBB8	40.4494	40.5405	0
YML124C		ENSG00000173213	TUBB8P12	39.5506	39.6396	0
YDR452W	PPN1	ENSG00000172594	SMPDL3A	15.5786	23.1788	0
YDR452W	PPN1	ENSG00000130768	SMPDL3B	16.1721	23.956	0
YDR452W	PPN1	ENSG00000166311	SMPD1	14.3917	15.3724	0
YGR254W	ENO1	ENSG00000108515	ENO3	63.3867	63.8249	1
YGR254W	ENO1	ENSG00000188316	ENO4	26.5446	18.56	0
YGR254W	ENO1	ENSG00000074800	ENO1	62.9291	63.3641	1
YGR254W	ENO1	ENSG00000111674	ENO2	62.0137	62.4424	1
YLR243W		ENSG00000111231	GPN3	40.4412	34.0557	1
YMR293C	HER2	ENSG00000130348	QRSL1	32.1121	28.2197	1
YAR015W		ENSG00000128050	PAICS	16.6667	11.8056	0
YDR529C	QCR7	ENSG00000156467	UQCRB	25.1968	22.8571	0
YOR003W		ENSG00000169174	PCSK9	25.7322	17.7746	0
YOR003W		ENSG00000140564	FURIN	12.1339	7.30479	0
YOR003W		ENSG00000160613	PCSK7	11.0879	6.75159	0
YOR003W		ENSG00000115257	PCSK4	12.9707	8.21192	0
YOR003W		ENSG00000140479	PCSK6	11.9247	5.88235	0
YOR003W		ENSG00000099139	PCSK5	11.9247	3.06452	0
YOR003W		ENSG00000140943	MBTPS1	15.0628	6.84411	0
YOR003W		ENSG00000125851	PCSK2	11.9247	8.93417	0
YOR003W		ENSG00000175426	PCSK1	12.5523	7.96813	0
YOR003W		ENSG00000134900	TPP2	14.4351	5.46751	0
YGL031C	RPL24A	ENSG00000114391	RPL24	51.6129	50.9554	1
YDL238C		ENSG00000119125	GDA	28.6299	29.724	1
YDL078C		ENSG00000166800	LDHAL6A	22.449	23.1928	0
YDL078C		ENSG00000285854	AC010197.2	17.7843	21.7082	0
YDL078C		ENSG00000111716	LDHB	22.7405	23.3533	0
YDL078C		ENSG00000134333	LDHA	22.449	21.3296	0
YDL078C		ENSG00000171989	LDHAL6B	22.7405	20.4724	0
YDL078C		ENSG00000166796	LDHC	24.7813	25.6024	0
YKL212W	SAC1	ENSG00000211456	SACM1L	33.2263	35.2641	1
YML105C		ENSG00000153037	SRP19	12.0879	22.9167	0
YDR440W	DOT1	ENSG00000104885	DOT1L	24.055	9.10865	0
YJR047C	ANB1	ENSG00000253626	EIF5AL1	59.8726	61.039	1
YJR047C	ANB1	ENSG00000132507	EIF5A	61.1465	52.1739	1
YJR047C	ANB1	ENSG00000163577	EIF5A2	62.4204	64.0523	1
YJL138C	TIF2	ENSG00000141543	EIF4A3	61.519	59.1241	1
YOL040C	RPS15	ENSG00000115268	RPS15	59.8592	55.9211	1
YFR051C		ENSG00000095139	ARCN1	29.8535	31.8982	1
YHR038W	RRF1	ENSG00000148187	MRRF	16.087	14.1221	0
YLR028C		ENSG00000138363	ATIC	54.6531	54.5608	1
YER045C		ENSG00000146592	CREB5	14.5194	13.9764	0
YER045C		ENSG00000170653	ATF7	13.9059	14.0787	0
YER045C		ENSG00000267281	ATF7	13.4969	14.2549	0
YER045C		ENSG00000115966	ATF2	14.3149	13.8614	0
YPR144C	NOC4	ENSG00000184967	NOC4L	26.8116	28.6822	1
YLR043C	TRX1	ENSG00000091164	TXNL1	33.9806	12.1107	0
YMR125W	STO1	ENSG00000136937	NCBP1	16.4925	17.9747	0
YDL134C	PPH21	ENSG00000138814	PPP3CA	32.2493	22.8407	0
YDL134C	PPH21	ENSG00000213639	PPP1CB	37.3984	42.2018	0
YDL134C	PPH21	ENSG00000086717	PPEF1	25.2033	14.242	0
YDL134C	PPH21	ENSG00000113575	PPP2CA	62.3306	74.4337	0
YDL134C	PPH21	ENSG00000104695	PPP2CB	62.0596	74.11	0
YDL134C	PPH21	ENSG00000156194	PPEF2	24.3902	11.9522	0
YDL134C	PPH21	ENSG00000120910	PPP3CC	29.5393	20.9213	0
YDL134C	PPH21	ENSG00000107758	PPP3CB	30.3523	21.3333	0
YDR117C	TMA64	ENSG00000143486	EIF2D	25.3097	24.4863	0
YOR156C	NFI1	ENSG00000105229	PIAS4	14.3251	20.3922	0
YOR156C	NFI1	ENSG00000122515	ZMIZ2	13.4986	10.6522	0
YOR156C	NFI1	ENSG00000131788	PIAS3	15.0138	17.3567	0
YOR156C	NFI1	ENSG00000033800	PIAS1	15.7025	17.4579	0
YOR156C	NFI1	ENSG00000108175	ZMIZ1	14.876	10.1218	0
YOR156C	NFI1	ENSG00000078043	PIAS2	16.2534	19.0016	0
YJL121C	RPE1	ENSG00000235376	RPEL1	51.2605	53.5088	1
YJL121C	RPE1	ENSG00000197713	RPE	53.3613	55.7018	1
YGR061C		ENSG00000178921	PFAS	33.3579	33.8565	1
YHR158C		ENSG00000124702	KLHDC3	6.87285	20.9424	0
YHR158C		ENSG00000172534	HCFC1	14.5189	8.30467	0
YHR158C		ENSG00000037637	FBXO42	9.96564	16.1785	0
YHR158C		ENSG00000136933	RABEPK	6.61512	20.6989	0
YHR158C		ENSG00000111727	HCFC2	11.2543	16.5404	0
YHR158C		ENSG00000099949	LZTR1	8.59107	11.9048	0
YHR158C		ENSG00000197776	KLHDC1	7.64605	21.9212	0
YHR158C		ENSG00000162755	KLHDC9	4.98282	16.6189	0
YHR158C		ENSG00000128607	KLHDC10	7.04467	18.552	0
YHR158C		ENSG00000165516	KLHDC2	7.81787	22.4138	0
YML070W		ENSG00000149476	TKFC	34.7603	35.3043	1
YCL064C		ENSG00000135094	SDS	32.2222	35.3659	0
YCL064C		ENSG00000139410	SDSL	31.1111	34.0426	0
YML071C	COG8	ENSG00000260371	AC026464.3	6.2603	24.359	0
YML071C	COG8	ENSG00000272617	AC026464.6	1.81219	6.70732	0
YML071C	COG8	ENSG00000213380	COG8	11.8616	11.7647	0
YMR145C	NDE1	ENSG00000042286	AIFM2	13.5714	20.3753	0
YJL222W		ENSG00000108018	SORCS1	10.9748	14.5548	0
YJL222W		ENSG00000134243	SORT1	8.84442	16.4862	0
YJL222W		ENSG00000184985	SORCS2	12.266	16.3934	0
YJL222W		ENSG00000137642	SORL1	15.8812	11.1111	0
YJL222W		ENSG00000156395	SORCS3	12.9116	16.3666	0
YDR517W		ENSG00000114745	GORASP1	20.9677	17.7273	0
YDR517W		ENSG00000115806	GORASP2	22.5806	18.5841	0
YLR178C	TFS1	ENSG00000089220	PEBP1	23.2877	27.2727	0
YJR013W	GPI14	ENSG00000143315	PIGM	37.7171	35.9338	1
YDL167C		ENSG00000282419	TEX13D	1.80807	1.82073	0
YDL167C		ENSG00000282815	TEX13C	2.22531	1.61128	0
YDL167C		ENSG00000170925	TEX13B	3.05981	7.05128	0
YDL167C		ENSG00000268629	TEX13A	3.61613	6.35697	0
YOR103C		ENSG00000129562	DAD1	34.6154	39.823	1
YGR093W		ENSG00000095485	CWF19L1	25.641	24.1636	0
YHR137W		ENSG00000109576	AADAT	22.807	27.2727	0
YGL091C		ENSG00000151413	NUBPL	30.1829	31.0345	1
YGL091C		ENSG00000103274	NUBP1	50.9146	52.1875	1
YGL091C		ENSG00000095906	NUBP2	39.0244	47.2325	1
YPL141C		ENSG00000206203	TSSK2	12.7168	30.7263	0
YPL141C		ENSG00000074590	NUAK1	16.4162	21.4826	0
YPL141C		ENSG00000177453	NIM1K	11.7919	23.3945	0
YPL141C		ENSG00000174672	BRSK2	18.3815	20.7572	0
YPL141C		ENSG00000163545	NUAK2	16.185	20.8333	0
YPL141C		ENSG00000132356	PRKAA1	17.8035	26.8293	0
YPL141C		ENSG00000170145	SIK2	19.1908	17.9266	0
YPL141C		ENSG00000163788	SNRK	15.4913	17.5163	0
YPL141C		ENSG00000162526	TSSK3	10.9827	35.4478	0
YPL141C		ENSG00000162409	PRKAA2	18.0347	28.2609	0
YPL141C		ENSG00000142149	HUNK	15.2601	18.4874	0
YPL141C		ENSG00000139908	TSSK4	11.4451	29.2899	0
YPL141C		ENSG00000275993	SIK1B	18.7283	20.6897	0
YPL141C		ENSG00000142178	SIK1	18.7283	20.6897	0
YPL141C		ENSG00000212122	TSSK1B	13.6416	32.1526	0
YPL141C		ENSG00000178093	TSSK6	10.6358	33.6996	0
YPL141C		ENSG00000160584	SIK3	18.8439	12.3391	0
YPL141C		ENSG00000160469	BRSK1	18.9595	21.0797	0
YMR243C	ZRC1	ENSG00000115194	SLC30A3	20.1357	22.9381	0
YMR243C	ZRC1	ENSG00000164756	SLC30A8	19.2308	23.0352	0
YMR243C	ZRC1	ENSG00000196660	SLC30A10	30.9955	28.2474	0
YPL235W	RVB2	ENSG00000183207	RUVBL2	66.0297	67.1706	1
YAR073W		ENSG00000100938	GMPR2	15.6328	14.7541	0
YER095W	RAD51	ENSG00000051180	RAD51	50.75	59.7059	1
YNL231C	PDR16	ENSG00000146352	CLVS2	17.3789	18.6544	0
YNL231C	PDR16	ENSG00000177182	CLVS1	18.5185	18.3616	0
YNL231C	PDR16	ENSG00000140522	RLBP1	13.9601	15.4574	0
YNL231C	PDR16	ENSG00000124120	TTPAL	15.3846	15.7895	0
YGR207C		ENSG00000105379	ETFB	42.9119	32.3699	1
YHR013C	ARD1	ENSG00000102030	NAA10	43.6975	44.2553	0
YJL080C		ENSG00000115677	HDLBP	21.6858	20.8991	0
YOR269W		ENSG00000007168	PAFAH1B1	24.2915	29.2683	0
YML065W		ENSG00000085840	ORC1	21.663	22.9965	0
YDR062W	LCB2	ENSG00000158578	ALAS2	20.4991	19.5911	0
YDR062W	LCB2	ENSG00000100596	SPTLC2	43.1373	43.0605	0
YDR062W	LCB2	ENSG00000172296	SPTLC3	40.9982	41.6667	0
YDR062W	LCB2	ENSG00000023330	ALAS1	19.9643	17.5	0
YMR074C		ENSG00000105185	PDCD5	24.1379	28	0
YIL121W		ENSG00000135953	MFSD9	12.3616	14.135	0
YIL121W		ENSG00000164073	MFSD8	12.7306	13.3205	0
YIL121W		ENSG00000148110	MFSD14B	14.3911	15.415	0
YIL121W		ENSG00000196312	MFSD14C	4.61255	16.6667	0
YIL121W		ENSG00000109736	MFSD10	12.9151	15.3846	0
YIL121W		ENSG00000156875	MFSD14A	14.0221	15.5102	0
YIL121W		ENSG00000283761	AC118553.2	13.8376	10.5189	0
YIL121W		ENSG00000118855	MFSD1	9.04059	9.53307	0
YIL121W		ENSG00000182544	MFSD5	10.8856	10.5925	0
YGL048C	RPT6	ENSG00000087191	PSMC5	74.0741	73.8916	1
YPR160W		ENSG00000068976	PYGM	45.6763	48.9311	1
YPR160W		ENSG00000100504	PYGL	47.4501	50.5313	1
YPR160W		ENSG00000100994	PYGB	45.898	49.1103	1
YDR140W		ENSG00000156239	N6AMT1	35.2941	36.4486	1
YGR178C	PBP1	ENSG00000168488	ATXN2L	21.6066	14.2206	0
YGR178C	PBP1	ENSG00000204842	ATXN2	22.1607	12.1858	0
YGL147C	RPL9A	ENSG00000163682	RPL9	48.6911	48.4375	0
YKL028W		ENSG00000153767	GTF2E1	14.7303	16.1731	0
YNR053C	NOG2	ENSG00000134697	GNL2	51.6461	34.3365	1
YKR003W		ENSG00000117859	OSBPL9	31.4732	18.9008	0
YLR446W		ENSG00000156510	HKDC1	24.0185	11.3413	0
YLR446W		ENSG00000106633	GCK	21.4781	19.9571	0
YLR446W		ENSG00000156515	HK1	24.4804	11.5092	0
YLR446W		ENSG00000159399	HK2	24.0185	11.3413	0
YLR446W		ENSG00000160883	HK3	23.7875	11.1593	0
YER168C	CCA1	ENSG00000072756	TRNT1	19.0476	23.9631	0
YIL046W	MET30	ENSG00000164049	FBXW12	6.875	9.48276	0
YNL134C		ENSG00000108828	VAT1	19.4149	18.5751	0
YNL134C		ENSG00000106853	PTGR1	13.5638	15.5015	0
YNL134C		ENSG00000140043	PTGR2	11.1702	11.9658	0
YNL134C		ENSG00000258653	AC005520.1	7.71277	10.1045	0
YNL134C		ENSG00000171724	VAT1L	18.617	16.7064	0
YNL134C		ENSG00000197894	ADH5	16.4894	16.5775	0
YNL134C		ENSG00000115129	TP53I3	19.1489	21.6867	0
YNL134C		ENSG00000196344	ADH7	15.1596	14.467	0
YNL134C		ENSG00000172955	ADH6	15.9574	16	0
YNL134C		ENSG00000196616	ADH1B	17.5532	17.6	0
YNL134C		ENSG00000187758	ADH1A	17.0213	17.0667	0
YNL134C		ENSG00000248144	ADH1C	16.7553	16.8	0
YNL134C		ENSG00000140263	SORD	17.2872	18.2073	0
YNL134C		ENSG00000205758	CRYZL1	14.3617	15.4728	0
YNL134C		ENSG00000180011	ZADH2	18.617	18.5676	0
YNL134C		ENSG00000198099	ADH4	15.6915	14.787	0
YGR220C	MRPL9	ENSG00000114686	MRPL3	31.9703	24.7126	0
YLR003C		ENSG00000184220	CMSS1	15.4639	16.129	0
YBR049C	REB1	ENSG00000118513	MYB	7.53086	8.01577	0
YBR049C	REB1	ENSG00000185697	MYBL1	7.65432	8.24468	0
YBR049C	REB1	ENSG00000165684	SNAPC4	11.4815	6.33084	0
YBR049C	REB1	ENSG00000125482	TTF1	9.75309	8.72928	0
YBR049C	REB1	ENSG00000101057	MYBL2	7.03704	8.14286	0
YBR049C	REB1	ENSG00000135164	DMTF1	11.4815	12.2368	0
YGL171W		ENSG00000278053	DDX52	41.6667	39.2321	1
YLR155C	ASP3-1	ENSG00000166183	ASPG	1.10497	0.69808	0
YML102W		ENSG00000159259	CHAF1B	35.0427	29.3381	1
YDL095W		ENSG00000128228	SDF2L1	6.85435	25.3394	0
YDL095W		ENSG00000132581	SDF2	6.85435	26.5403	0
YLR375W		ENSG00000120738	EGR1	13.7026	8.65562	0
YLR375W		ENSG00000122877	EGR2	15.4519	11.1345	0
YLR375W		ENSG00000135625	EGR4	13.1195	7.64007	0
YLR375W		ENSG00000179388	EGR3	12.5364	11.1111	0
YLR375W		ENSG00000184937	WT1	9.91254	11.2583	0
YGR171C	MSM1	ENSG00000247626	MARS2	35.6522	34.57	1
YMR209C		ENSG00000156017	CARNMT1	21.0066	23.4719	0
YMR054W		ENSG00000185344	ATP6V0A2	34.0449	35.3972	1
YMR054W		ENSG00000105929	ATP6V0A4	32.9213	34.881	1
YMR054W		ENSG00000033627	ATP6V0A1	35.2809	37.4702	1
YMR054W		ENSG00000110719	TCIRG1	31.7978	34.0964	1
YDR013W	PSF1	ENSG00000101003	GINS1	24.0385	25.5102	0
YJL101C		ENSG00000001084	GCLC	40.5605	43.1711	1
YHR122W		ENSG00000166797	CIAO2A	28.1385	40.625	1
YHR122W		ENSG00000166595	CIAO2B	34.632	49.0798	1
YDR454C	GUK1	ENSG00000143774	GUK1	37.9679	29.4606	1
YBR093C	PHO5	ENSG00000107789	MINPP1	20.7709	19.9179	0
YMR005W	TAF4	ENSG00000130699	TAF4	23.7113	8.47926	0
YMR005W	TAF4	ENSG00000141384	TAF4B	21.6495	9.68858	0
YNL289W	PCL1	ENSG00000115649	CNPPD1	17.5627	11.9512	0
YKL205W		ENSG00000184575	XPOT	17.6364	20.1663	0
YGR092W		ENSG00000105613	MAST1	31.993	11.6561	0
YGR092W		ENSG00000152953	STK32B	15.3846	21.256	0
YGR092W		ENSG00000169302	STK32A	15.9091	22.3587	0
YGR092W		ENSG00000099308	MAST3	32.5175	14.2093	0
YGR092W		ENSG00000150457	LATS2	26.3986	13.8787	0
YGR092W		ENSG00000131023	LATS1	27.4476	13.8938	0
YGR092W		ENSG00000118515	SGK1	20.6294	22.4335	0
YGR092W		ENSG00000104205	SGK3	19.5804	22.5806	0
YGR092W		ENSG00000101049	SGK2	19.4056	25.9953	0
YGR092W		ENSG00000086015	MAST2	31.993	10.178	0
YGR092W		ENSG00000069020	MAST4	32.5175	7.09112	0
YGR092W		ENSG00000104936	DMPK	20.6294	18.4664	0
YGR092W		ENSG00000268434	AC011530.1	2.97203	12.8788	0
YGR092W		ENSG00000165752	STK32C	17.4825	20.5761	0
YPL191C		ENSG00000143409	MINDY1	26.9444	18.7621	0
YPL191C		ENSG00000128923	MINDY2	31.1111	18.0354	0
YHR028C	DAP2	ENSG00000197635	DPP4	25.7946	27.5457	1
YML061C	PIF1	ENSG00000140451	PIF1	25.1455	30.5516	1
YPR176C		ENSG00000137955	RABGGTB	51.0769	50.1511	0
YGR066C		ENSG00000141034	GID4	21.2329	20.6667	0
YPL094C	SEC62	ENSG00000008952	SEC62	24.8175	17.0426	0
YOR356W		ENSG00000171503	ETFDH	48.1775	49.2707	1
YER117W	RPL23B	ENSG00000125691	RPL23	78.8321	77.1429	1
YDR519W	FPR2	ENSG00000106080	FKBP14	36.2963	23.2227	0
YDR519W	FPR2	ENSG00000133985	TTC9	14.0741	8.55856	0
YDR519W	FPR2	ENSG00000079150	FKBP7	37.7778	22.973	0
YDR519W	FPR2	ENSG00000162222	TTC9C	10.3704	8.18713	0
YDR519W	FPR2	ENSG00000134285	FKBP11	37.7778	25.3731	0
YDR519W	FPR2	ENSG00000174521	TTC9B	12.5926	7.11297	0
YDR519W	FPR2	ENSG00000096060	FKBP5	30.3704	8.97155	0
YDR519W	FPR2	ENSG00000004478	FKBP4	28.8889	8.49673	0
YDR519W	FPR2	ENSG00000204315	FKBPL	14.0741	5.44413	0
YDR519W	FPR2	ENSG00000141756	FKBP10	35.5556	8.24742	0
YDR511W		ENSG00000196636	SDHAF3	27.8195	29.6	1
YHR047C	AAP1	ENSG00000141279	NPEPPS	35.0467	32.6442	1
YCR059C		ENSG00000154059	IMPACT	32.1705	25.9375	1
YNR012W		ENSG00000143179	UCK2	19.9601	38.3142	0
YNR012W		ENSG00000130717	UCK1	18.1637	32.2695	0
YJR159W	SOR1	ENSG00000197894	ADH5	23.5294	22.4599	0
YJR159W	SOR1	ENSG00000196344	ADH7	22.1289	20.0508	0
YJR159W	SOR1	ENSG00000172955	ADH6	21.2885	20.2667	0
YJR159W	SOR1	ENSG00000196616	ADH1B	24.0896	22.9333	0
YJR159W	SOR1	ENSG00000187758	ADH1A	24.0896	22.9333	0
YJR159W	SOR1	ENSG00000248144	ADH1C	24.0896	22.9333	0
YJR159W	SOR1	ENSG00000198099	ADH4	20.1681	18.0451	0
YLR350W		ENSG00000128699	ORMDL1	24.0741	33.9869	0
YLR350W		ENSG00000172057	ORMDL3	25.463	35.9477	1
YLR350W		ENSG00000123353	ORMDL2	25.9259	36.6013	1
YNL101W		ENSG00000186335	SLC36A2	15.568	22.9814	0
YNL101W		ENSG00000103042	SLC38A7	10.0982	15.5844	0
YNL101W		ENSG00000166558	SLC38A8	10.0982	16.5517	0
YNL101W		ENSG00000101438	SLC32A1	10.3787	14.0952	0
YNL101W		ENSG00000186334	SLC36A3	16.2693	22.7006	0
YNL101W		ENSG00000111371	SLC38A1	13.6045	19.2843	0
YNL101W		ENSG00000017483	SLC38A5	14.1655	21.3983	0
YNL101W		ENSG00000123643	SLC36A1	17.1108	25.6303	0
YNL101W		ENSG00000180773	SLC36A4	15.568	22.0238	0
YNL101W		ENSG00000134294	SLC38A2	15.2875	21.5415	0
YGR155W	CYS4	ENSG00000274276	CBSL	41.4201	37.1681	1
YGR155W	CYS4	ENSG00000160200	CBS	41.4201	38.1125	1
YIL021W	RPB3	ENSG00000102978	POLR2C	38.9937	45.0909	1
YML024W	RPS17A	ENSG00000182774	RPS17	58.8235	59.2593	1
YJL063C	MRPL8	ENSG00000158042	MRPL17	20.1681	27.4286	0
YDR412W		ENSG00000100101	Z83844.1	20	22.8155	0
YDR412W		ENSG00000273899	NOL12	20.4255	22.5352	0
YHR128W		ENSG00000094841	UPRT	47.6852	33.3333	1
YDR301W	CFT1	ENSG00000071894	CPSF1	20.9285	19.6812	0
YPR105C	COG4	ENSG00000103051	COG4	19.8606	21.673	0
YPR105C	COG4	ENSG00000177692	DNAJC28	6.50407	14.433	0
YIL007C		ENSG00000110801	PSMD9	34.0909	33.6323	1
YIL007C		ENSG00000256950	AC069503.2	15.4545	40	0
YBR181C	RPS6B	ENSG00000137154	RPS6	63.5593	60.241	1
YLL018C	DPS1	ENSG00000115866	DARS	51.7056	57.485	1
YNL082W		ENSG00000122512	PMS2	31.9588	32.3666	1
YOR133W		ENSG00000167658	EEF2	67.1021	65.8508	1
YLR201C	COQ9	ENSG00000088682	COQ9	20.7692	16.9811	0
YOR020C	HSP10	ENSG00000115541	HSPE1	42.4528	44.1176	1
YLR206W		ENSG00000049283	EPN3	23.3279	22.6266	0
YLR206W		ENSG00000072134	EPN2	21.5334	20.5928	0
YLR206W		ENSG00000136449	MYCBPAP	9.78793	6.09756	0
YLR206W		ENSG00000063245	EPN1	20.5546	19.0332	0
YLR206W		ENSG00000176177	ENTHD1	17.4551	17.6277	0
YKL121W		ENSG00000131725	WDR44	19.4836	18.1818	0
YFR015C		ENSG00000111713	GYS2	48.4463	48.7909	1
YFR015C		ENSG00000104812	GYS1	51.9774	49.9322	1
YGL111W		ENSG00000133316	WDR74	19.4384	23.3766	0
YCR034W	FEN1	ENSG00000119915	ELOVL3	14.9856	19.2593	0
YCR034W	FEN1	ENSG00000164181	ELOVL7	19.8847	24.5552	0
YCR034W	FEN1	ENSG00000066322	ELOVL1	19.5965	24.3728	0
YCR034W	FEN1	ENSG00000170522	ELOVL6	18.4438	24.1509	0
YBR242W		ENSG00000111906	HDDC2	32.7731	38.2353	1
YBR257W		ENSG00000105171	POP4	16.8459	21.3636	0
YNL270C	ALP1	ENSG00000099960	SLC7A4	14.8342	13.3858	0
YNL270C	ALP1	ENSG00000092068	SLC7A8	13.7871	14.7664	0
YNL270C	ALP1	ENSG00000003989	SLC7A2	15.0087	12.3209	0
YNL270C	ALP1	ENSG00000021488	SLC7A9	13.7871	16.2218	0
YNL270C	ALP1	ENSG00000103064	SLC7A6	15.3578	17.0874	0
YNL270C	ALP1	ENSG00000139514	SLC7A1	15.7068	14.3084	0
YNL270C	ALP1	ENSG00000164893	SLC7A13	11.5183	14.0426	0
YNL270C	ALP1	ENSG00000155465	SLC7A7	15.8813	17.8082	0
YNL270C	ALP1	ENSG00000130876	SLC7A10	14.4852	15.87	0
YNL270C	ALP1	ENSG00000151012	SLC7A11	14.3106	16.3673	0
YNL270C	ALP1	ENSG00000013293	SLC7A14	13.9616	10.3761	0
YNL270C	ALP1	ENSG00000103257	SLC7A5	14.3106	16.1736	0
YNL270C	ALP1	ENSG00000165349	SLC7A3	14.3106	13.2472	0
YBL099W		ENSG00000152234	ATP5F1A	70.2752	69.2586	1
YMR190C		ENSG00000197299	BLM	22.3912	22.8652	0
YOL096C		ENSG00000132423	COQ3	26.9231	22.7642	0
YDL048C		ENSG00000120738	EGR1	12.8571	11.6022	0
YDL048C		ENSG00000122877	EGR2	11.0204	11.3445	0
YDL048C		ENSG00000135625	EGR4	12.2449	10.1868	0
YDL048C		ENSG00000179388	EGR3	10	12.6615	0
YDL048C		ENSG00000184937	WT1	6.93878	11.2583	0
YPL086C	ELP3	ENSG00000134014	ELP3	72.3519	73.6746	1
YNL112W		ENSG00000100201	DDX17	55.6777	41.5869	1
YNL241C	ZWF1	ENSG00000160211	G6PD	46.7327	45.8252	1
YNL241C	ZWF1	ENSG00000049239	H6PD	29.3069	18.4539	0
YLR215C		ENSG00000151465	CDC123	27.7778	29.7619	1
YIL104C		ENSG00000144736	SHQ1	24.0631	21.1438	0
YBR198C	TAF5	ENSG00000135801	TAF5L	23.9348	32.4278	0
YBR198C	TAF5	ENSG00000148835	TAF5	31.3283	31.25	1
YDR282C		ENSG00000155906	RMND1	17.8744	16.4811	0
YLR051C		ENSG00000067334	DNTTIP2	29.0323	8.33333	0
YER004W		ENSG00000109854	HTATIP2	28.1385	23.5507	0
YLR134W		ENSG00000105135	ILVBL	17.762	15.8228	0
YNR011C	PRP2	ENSG00000204560	DHX16	40.9817	34.4861	1
YNL207W		ENSG00000058729	RIOK2	32	24.6377	0
