yeast_name,yeast_id,human_name,human_id
MDH3,YDL078C,,ENSG00000285854
MDH3,YDL078C,LDHC,ENSG00000166796
MDH3,YDL078C,LDHAL6B,ENSG00000171989
MDH3,YDL078C,LDHAL6A,ENSG00000166800
MDH3,YDL078C,LDHB,ENSG00000111716
MDH3,YDL078C,LDHA,ENSG00000134333
MRK1,YDL079C,GSK3A,ENSG00000105723
MRK1,YDL079C,GSK3B,ENSG00000082701
MRK1,YDL079C,,ENSG00000268643
THI3,YDL080C,ILVBL,ENSG00000105135
RPP1A,YDL081C,RPLP1,ENSG00000137818
RPL13A,YDL082W,RPL13,ENSG00000167526
RPS16B,YDL083C,RPS16,ENSG00000105193
LUC7,YDL087C,LUC7L2,ENSG00000146963
LUC7,YDL087C,LUC7L3,ENSG00000108848
LUC7,YDL087C,LUC7L,ENSG00000007392
LUC7,YDL087C,FMC1-LUC7L2,ENSG00000269955
PMT5,YDL093W,SDF2L1,ENSG00000128228
PMT5,YDL093W,SDF2,ENSG00000132581
PMT1,YDL095W,SDF2,ENSG00000132581
PMT1,YDL095W,SDF2L1,ENSG00000128228
QRI1,YDL103C,UAP1,ENSG00000117143
QRI1,YDL103C,UAP1L1,ENSG00000197355
QRI7,YDL104C,OSGEPL1,ENSG00000128694
NSE4,YDL105W,NSMCE4A,ENSG00000107672
NSE4,YDL105W,EID3,ENSG00000255150
KIN28,YDL108W,CDK7,ENSG00000134058
NA,YDL109C,FAM135A,ENSG00000082269
NA,YDL109C,FAM135B,ENSG00000147724
TRM3,YDL112W,TARBP1,ENSG00000059588
NUP84,YDL116W,NUP107,ENSG00000111581
HEM25,YDL119C,SLC25A38,ENSG00000144659
YFH1,YDL120W,FXN,ENSG00000165060
HNT1,YDL125C,HINT1,ENSG00000169567
HNT1,YDL125C,HINT2,ENSG00000137133
PCL2,YDL127W,CNPPD1,ENSG00000115649
LYS21,YDL131W,HMGCLL1,ENSG00000146151
LYS21,YDL131W,HMGCL,ENSG00000117305
RDI1,YDL135C,ARHGDIB,ENSG00000111348
RDI1,YDL135C,ARHGDIG,ENSG00000242173
RDI1,YDL135C,ARHGDIA,ENSG00000141522
RPL35B,YDL136W,RPL35,ENSG00000136942
RGT2,YDL138W,SLC2A12,ENSG00000146411
RGT2,YDL138W,SLC2A1,ENSG00000117394
RGT2,YDL138W,SLC2A6,ENSG00000160326
RGT2,YDL138W,SLC2A10,ENSG00000197496
RGT2,YDL138W,SLC2A14,ENSG00000173262
RGT2,YDL138W,SLC2A4,ENSG00000181856
RGT2,YDL138W,SLC2A2,ENSG00000163581
RGT2,YDL138W,SLC2A9,ENSG00000109667
RGT2,YDL138W,SLC2A5,ENSG00000142583
RGT2,YDL138W,SLC2A8,ENSG00000136856
RGT2,YDL138W,SLC2A7,ENSG00000197241
RGT2,YDL138W,,ENSG00000251357
RGT2,YDL138W,SLC2A11,ENSG00000133460
RGT2,YDL138W,SLC2A3,ENSG00000059804
BPL1,YDL141W,HLCS,ENSG00000159267
COP1,YDL145C,COPA,ENSG00000122218
LDB17,YDL146W,NCKIPSD,ENSG00000213672
RPN5,YDL147W,PSMD12,ENSG00000197170
RPN5,YDL147W,COPS4,ENSG00000138663
NOP14,YDL148C,NOP14,ENSG00000087269
ATG9,YDL149W,,ENSG00000284820
ATG9,YDL149W,ATG9B,ENSG00000181652
ATG9,YDL149W,ATG9A,ENSG00000198925
MSH5,YDL154W,MSH5,ENSG00000204410
MSH5,YDL154W,MSH5-SAPCD1,ENSG00000255152
CLB3,YDL155W,CCNF,ENSG00000162063
CLB3,YDL155W,,ENSG00000285901
CLB3,YDL155W,CCNE2,ENSG00000175305
CLB3,YDL155W,CCNE1,ENSG00000105173
CLB3,YDL155W,CCNJ,ENSG00000107443
CLB3,YDL155W,CCNI2,ENSG00000205089
CLB3,YDL155W,CCNB1,ENSG00000134057
CLB3,YDL155W,CCNI,ENSG00000118816
CLB3,YDL155W,CCNA2,ENSG00000145386
CLB3,YDL155W,CCND2,ENSG00000118971
CLB3,YDL155W,CCNG1,ENSG00000113328
CLB3,YDL155W,CCND3,ENSG00000112576
CLB3,YDL155W,CCNB2,ENSG00000157456
CLB3,YDL155W,CCNA1,ENSG00000133101
CLB3,YDL155W,CCND1,ENSG00000110092
CLB3,YDL155W,CCNJL,ENSG00000135083
CLB3,YDL155W,CCNG2,ENSG00000138764
CLB3,YDL155W,CNTD2,ENSG00000105219
CLB3,YDL155W,CCNO,ENSG00000152669
CMR1,YDL156W,WDR76,ENSG00000092470
ENT1,YDL161W,ENTHD1,ENSG00000176177
ENT1,YDL161W,EPN3,ENSG00000049283
ENT1,YDL161W,EPN1,ENSG00000063245
ENT1,YDL161W,MYCBPAP,ENSG00000136449
ENT1,YDL161W,EPN2,ENSG00000072134
CDC9,YDL164C,LIG1,ENSG00000105486
FAP7,YDL166C,AK6,ENSG00000085231
NRP1,YDL167C,TEX13C,ENSG00000282815
NRP1,YDL167C,TEX13D,ENSG00000282419
NRP1,YDL167C,TEX13A,ENSG00000268629
NRP1,YDL167C,TEX13B,ENSG00000170925
PCL9,YDL179W,CNPPD1,ENSG00000115649
LYS20,YDL182W,HMGCLL1,ENSG00000146151
LYS20,YDL182W,HMGCL,ENSG00000117305
VMA1,YDL185W,ATP6V1A,ENSG00000114573
PPH22,YDL188C,PPP3CA,ENSG00000138814
PPH22,YDL188C,PPP1CB,ENSG00000213639
PPH22,YDL188C,PPEF2,ENSG00000156194
PPH22,YDL188C,PPP3CC,ENSG00000120910
PPH22,YDL188C,PPP2CA,ENSG00000113575
PPH22,YDL188C,PPP3CB,ENSG00000107758
PPH22,YDL188C,PPP2CB,ENSG00000104695
PPH22,YDL188C,PPEF1,ENSG00000086717
UFD2,YDL190C,UBE4A,ENSG00000110344
UFD2,YDL190C,UBE4B,ENSG00000130939
SNF3,YDL194W,SLC2A7,ENSG00000197241
SNF3,YDL194W,SLC2A3,ENSG00000059804
SNF3,YDL194W,SLC2A9,ENSG00000109667
SNF3,YDL194W,SLC2A12,ENSG00000146411
SNF3,YDL194W,SLC2A8,ENSG00000136856
SNF3,YDL194W,SLC2A14,ENSG00000173262
SNF3,YDL194W,SLC2A2,ENSG00000163581
SNF3,YDL194W,SLC2A1,ENSG00000117394
SNF3,YDL194W,SLC2A10,ENSG00000197496
SNF3,YDL194W,SLC2A11,ENSG00000133460
SNF3,YDL194W,SLC2A4,ENSG00000181856
SNF3,YDL194W,SLC2A5,ENSG00000142583
SNF3,YDL194W,,ENSG00000251357
SNF3,YDL194W,SLC2A6,ENSG00000160326
SEC31,YDL195W,SEC31B,ENSG00000075826
SEC31,YDL195W,SEC31A,ENSG00000138674
MRPL11,YDL202W,MRPL10,ENSG00000159111
GLE1,YDL207W,GLE1,ENSG00000119392
CWC2,YDL209C,RBM22,ENSG00000086589
PRR2,YDL214C,SIK1,ENSG00000142178
PRR2,YDL214C,NUAK1,ENSG00000074590
PRR2,YDL214C,NUAK2,ENSG00000163545
PRR2,YDL214C,BRSK2,ENSG00000174672
PRR2,YDL214C,SIK2,ENSG00000170145
PRR2,YDL214C,PRKAA2,ENSG00000162409
PRR2,YDL214C,SIK1B,ENSG00000275993
PRR2,YDL214C,TSSK3,ENSG00000162526
PRR2,YDL214C,NIM1K,ENSG00000177453
PRR2,YDL214C,TSSK1B,ENSG00000212122
PRR2,YDL214C,PRKAA1,ENSG00000132356
PRR2,YDL214C,BRSK1,ENSG00000160469
PRR2,YDL214C,TSSK2,ENSG00000206203
PRR2,YDL214C,SNRK,ENSG00000163788
PRR2,YDL214C,SIK3,ENSG00000160584
PRR2,YDL214C,TSSK6,ENSG00000178093
PRR2,YDL214C,HUNK,ENSG00000142149
PRR2,YDL214C,TSSK4,ENSG00000139908
GDH2,YDL215C,GLUD1,ENSG00000148672
GDH2,YDL215C,GLUD2,ENSG00000182890
RRI1,YDL216C,COPS5,ENSG00000121022
DTD1,YDL219W,DTD2,ENSG00000129480
DTD1,YDL219W,,ENSG00000284776
DTD1,YDL219W,DTD1,ENSG00000125821
WHI4,YDL224C,,ENSG00000273025
WHI4,YDL224C,CELF3,ENSG00000159409
WHI4,YDL224C,CELF1,ENSG00000149187
WHI4,YDL224C,CELF4,ENSG00000101489
WHI4,YDL224C,RBM28,ENSG00000106344
WHI4,YDL224C,CELF5,ENSG00000161082
WHI4,YDL224C,CELF2,ENSG00000048740
WHI4,YDL224C,CELF6,ENSG00000140488
PHO13,YDL236W,LHPP,ENSG00000107902
PHO13,YDL236W,PGP,ENSG00000184207
PHO13,YDL236W,PDXP,ENSG00000241360
AAD4,YDL243C,AKR1C1,ENSG00000187134
AAD4,YDL243C,AKR7A3,ENSG00000162482
AAD4,YDL243C,AKR1C3,ENSG00000196139
AAD4,YDL243C,KCNAB1,ENSG00000169282
AAD4,YDL243C,AKR7A2,ENSG00000053371
AAD4,YDL243C,KCNAB3,ENSG00000170049
AAD4,YDL243C,AKR1D1,ENSG00000122787
AAD4,YDL243C,AKR1C4,ENSG00000198610
AAD4,YDL243C,AKR1C2,ENSG00000151632
AAD4,YDL243C,AKR1B1,ENSG00000085662
AAD4,YDL243C,AKR7L,ENSG00000211454
AAD4,YDL243C,AKR1A1,ENSG00000117448
AAD4,YDL243C,AKR1B10,ENSG00000198074
AAD4,YDL243C,AKR1B15,ENSG00000227471
AAD4,YDL243C,KCNAB2,ENSG00000069424
AAD4,YDL243C,AKR1C8P,ENSG00000264006
AAD4,YDL243C,AKR1E2,ENSG00000165568
HXT15,YDL245C,SLC2A14,ENSG00000173262
HXT15,YDL245C,SLC2A4,ENSG00000181856
HXT15,YDL245C,SLC2A1,ENSG00000117394
HXT15,YDL245C,SLC2A2,ENSG00000163581
HXT15,YDL245C,SLC2A9,ENSG00000109667
HXT15,YDL245C,SLC2A3,ENSG00000059804
HXT15,YDL245C,SLC2A11,ENSG00000133460
HXT15,YDL245C,SLC2A5,ENSG00000142583
HXT15,YDL245C,SLC2A8,ENSG00000136856
HXT15,YDL245C,,ENSG00000251357
HXT15,YDL245C,SLC2A10,ENSG00000197496
HXT15,YDL245C,SLC2A7,ENSG00000197241
HXT15,YDL245C,SLC2A6,ENSG00000160326
HXT15,YDL245C,SLC2A12,ENSG00000146411
SOR2,YDL246C,ADH5,ENSG00000197894
SOR2,YDL246C,ADH1B,ENSG00000196616
SOR2,YDL246C,ADH1A,ENSG00000187758
SOR2,YDL246C,ADH4,ENSG00000198099
SOR2,YDL246C,ADH1C,ENSG00000248144
SOR2,YDL246C,ADH7,ENSG00000196344
SOR2,YDL246C,ADH6,ENSG00000172955
MPH2,YDL247W,SLC2A7,ENSG00000197241
MPH2,YDL247W,SLC2A2,ENSG00000163581
MPH2,YDL247W,SLC2A14,ENSG00000173262
MPH2,YDL247W,SLC2A6,ENSG00000160326
MPH2,YDL247W,SLC2A12,ENSG00000146411
MPH2,YDL247W,SLC2A9,ENSG00000109667
MPH2,YDL247W,SLC2A11,ENSG00000133460
MPH2,YDL247W,SLC2A1,ENSG00000117394
MPH2,YDL247W,,ENSG00000251357
MPH2,YDL247W,SLC2A8,ENSG00000136856
MPH2,YDL247W,SLC2A5,ENSG00000142583
MPH2,YDL247W,SLC2A4,ENSG00000181856
MPH2,YDL247W,SLC2A10,ENSG00000197496
MPH2,YDL247W,SLC2A3,ENSG00000059804
NTH1,YDR001C,TREH,ENSG00000118094
RAD57,YDR004W,XRCC3,ENSG00000126215
MAF1,YDR005C,MAF1,ENSG00000179632
SOK1,YDR006C,,ENSG00000284800
SOK1,YDR006C,TCP11L1,ENSG00000176148
SOK1,YDR006C,TCP11L2,ENSG00000166046
SOK1,YDR006C,TCP11,ENSG00000124678
SOK1,YDR006C,TCP11X2,ENSG00000215029
GAL3,YDR009W,GALK2,ENSG00000156958
SNQ2,YDR011W,ABCG2,ENSG00000118777
SNQ2,YDR011W,ABCG1,ENSG00000160179
SNQ2,YDR011W,ABCG5,ENSG00000138075
SNQ2,YDR011W,ABCG4,ENSG00000172350
RPL4B,YDR012W,RPL4,ENSG00000174444
PSF1,YDR013W,GINS1,ENSG00000101003
NA,YDR018C,AGPAT4,ENSG00000026652
NA,YDR018C,LCLAT1,ENSG00000172954
NA,YDR018C,LPGAT1,ENSG00000123684
NA,YDR018C,AGPAT5,ENSG00000155189
NA,YDR018C,AGPAT3,ENSG00000160216
GCV1,YDR019C,AMT,ENSG00000145020
DAS2,YDR020C,UCKL1,ENSG00000198276
RPS11A,YDR025W,RPS11,ENSG00000142534
NSI1,YDR026C,MYB,ENSG00000118513
NSI1,YDR026C,MYBL1,ENSG00000185697
NSI1,YDR026C,MYBL2,ENSG00000101057
NSI1,YDR026C,DMTF1,ENSG00000135164
NSI1,YDR026C,SNAPC4,ENSG00000165684
NSI1,YDR026C,TTF1,ENSG00000125482
VPS54,YDR027C,VPS54,ENSG00000143952
RAD28,YDR030C,ERCC8,ENSG00000049167
RAD28,YDR030C,RBBP4,ENSG00000162521
RAD28,YDR030C,RBBP7,ENSG00000102054
RAD28,YDR030C,WDR77,ENSG00000116455
RAD28,YDR030C,WDR73,ENSG00000177082
RAD28,YDR030C,PEX7,ENSG00000112357
RAD28,YDR030C,WDR59,ENSG00000103091
RAD28,YDR030C,GEMIN5,ENSG00000082516
KRS1,YDR037W,KARS,ENSG00000065427
ENA5,YDR038C,ATP2A1,ENSG00000196296
ENA5,YDR038C,ATP1A4,ENSG00000132681
ENA5,YDR038C,ATP13A5,ENSG00000187527
ENA5,YDR038C,ATP2B3,ENSG00000067842
ENA5,YDR038C,ATP4A,ENSG00000105675
ENA5,YDR038C,,ENSG00000285505
ENA5,YDR038C,ATP1A3,ENSG00000105409
ENA5,YDR038C,ATP1A2,ENSG00000018625
ENA2,YDR039C,ATP1A4,ENSG00000132681
ENA2,YDR039C,,ENSG00000285505
ENA2,YDR039C,ATP4A,ENSG00000105675
ENA2,YDR039C,ATP13A5,ENSG00000187527
ENA2,YDR039C,ATP1A2,ENSG00000018625
ENA2,YDR039C,ATP1A3,ENSG00000105409
ENA2,YDR039C,ATP2B3,ENSG00000067842
ENA2,YDR039C,ATP2A1,ENSG00000196296
ENA1,YDR040C,ATP1A3,ENSG00000105409
ENA1,YDR040C,,ENSG00000285505
ENA1,YDR040C,ATP2A1,ENSG00000196296
ENA1,YDR040C,ATP1A4,ENSG00000132681
ENA1,YDR040C,ATP2B3,ENSG00000067842
ENA1,YDR040C,ATP1A2,ENSG00000018625
ENA1,YDR040C,ATP13A5,ENSG00000187527
ENA1,YDR040C,ATP4A,ENSG00000105675
HEM13,YDR044W,,ENSG00000285635
HEM13,YDR044W,CPOX,ENSG00000080819
BAP3,YDR046C,SLC7A6,ENSG00000103064
BAP3,YDR046C,SLC7A3,ENSG00000165349
BAP3,YDR046C,SLC7A5,ENSG00000103257
BAP3,YDR046C,SLC7A9,ENSG00000021488
BAP3,YDR046C,SLC7A11,ENSG00000151012
BAP3,YDR046C,SLC7A14,ENSG00000013293
BAP3,YDR046C,SLC7A2,ENSG00000003989
BAP3,YDR046C,SLC7A10,ENSG00000130876
BAP3,YDR046C,SLC7A8,ENSG00000092068
BAP3,YDR046C,SLC7A1,ENSG00000139514
BAP3,YDR046C,SLC7A4,ENSG00000099960
BAP3,YDR046C,SLC7A7,ENSG00000155465
BAP3,YDR046C,SLC7A13,ENSG00000164893
HEM12,YDR047W,UROD,ENSG00000126088
TPI1,YDR050C,TPI1,ENSG00000111669
DBF4,YDR052C,DBF4,ENSG00000006634
DBF4,YDR052C,DBF4B,ENSG00000161692
UBC5,YDR059C,UBE2D1,ENSG00000072401
MAK21,YDR060W,CEBPZ,ENSG00000115816
RTR2,YDR066C,RPAP2,ENSG00000122484
PAA1,YDR071C,AANAT,ENSG00000129673
VPS41,YDR080W,VPS41,ENSG00000006715
PDC2,YDR081C,TIGD7,ENSG00000140993
PDC2,YDR081C,TIGD1,ENSG00000221944
PDC2,YDR081C,JRK,ENSG00000234616
PDC2,YDR081C,CENPB,ENSG00000125817
PDC2,YDR081C,TIGD2,ENSG00000180346
PDC2,YDR081C,JRKL,ENSG00000183340
PDC2,YDR081C,TIGD6,ENSG00000164296
PDC2,YDR081C,TIGD3,ENSG00000173825
TVP23,YDR084C,TVP23A,ENSG00000166676
TVP23,YDR084C,TVP23B,ENSG00000171928
TVP23,YDR084C,TVP23C-CDRT4,ENSG00000259024
TVP23,YDR084C,TVP23C,ENSG00000175106
RRP1,YDR087C,RRP1B,ENSG00000160208
RRP1,YDR087C,RRP1,ENSG00000160214
RLI1,YDR091C,ABCE1,ENSG00000164163
MSH6,YDR097C,MSH6,ENSG00000116062
GRX3,YDR098C,GLRX3,ENSG00000108010
BMH2,YDR099W,YWHAB,ENSG00000166913
BMH2,YDR099W,YWHAE,ENSG00000108953
BMH2,YDR099W,YWHAZ,ENSG00000164924
TMS1,YDR105C,SERINC3,ENSG00000132824
TMS1,YDR105C,SERINC1,ENSG00000111897
TMS1,YDR105C,SERINC2,ENSG00000168528
TMS1,YDR105C,SERINC5,ENSG00000164300
TMS1,YDR105C,SERINC4,ENSG00000184716
TRS85,YDR108W,TRAPPC8,ENSG00000153339
NA,YDR109C,FGGY,ENSG00000172456
ALT2,YDR111C,GPT2,ENSG00000166123
ALT2,YDR111C,ACCSL,ENSG00000205126
ALT2,YDR111C,GPT,ENSG00000167701
ALT2,YDR111C,ACCS,ENSG00000110455
ALT2,YDR111C,KYAT1,ENSG00000171097
ALT2,YDR111C,,ENSG00000286112
TRM1,YDR120C,TRMT1L,ENSG00000121486
TRM1,YDR120C,TRMT1,ENSG00000104907
KIN1,YDR122W,PRKAA1,ENSG00000132356
KIN1,YDR122W,TSSK1B,ENSG00000212122
KIN1,YDR122W,SIK1,ENSG00000142178
KIN1,YDR122W,SNRK,ENSG00000163788
KIN1,YDR122W,TSSK6,ENSG00000178093
KIN1,YDR122W,HUNK,ENSG00000142149
KIN1,YDR122W,SIK3,ENSG00000160584
KIN1,YDR122W,NUAK2,ENSG00000163545
KIN1,YDR122W,NIM1K,ENSG00000177453
KIN1,YDR122W,SIK1B,ENSG00000275993
KIN1,YDR122W,NUAK1,ENSG00000074590
KIN1,YDR122W,SIK2,ENSG00000170145
KIN1,YDR122W,TSSK4,ENSG00000139908
KIN1,YDR122W,PRKAA2,ENSG00000162409
KIN1,YDR122W,BRSK1,ENSG00000160469
KIN1,YDR122W,TSSK3,ENSG00000162526
KIN1,YDR122W,TSSK2,ENSG00000206203
KIN1,YDR122W,BRSK2,ENSG00000174672
MTC5,YDR128W,RBBP4,ENSG00000162521
MTC5,YDR128W,WDR77,ENSG00000116455
MTC5,YDR128W,WDR73,ENSG00000177082
MTC5,YDR128W,GEMIN5,ENSG00000082516
RGP1,YDR137W,RGP1,ENSG00000107185
KGD2,YDR148C,DLST,ENSG00000119689
CTH1,YDR151C,,ENSG00000128016
GIR2,YDR152W,RWDD1,ENSG00000111832
SAC3,YDR159W,SAC3D1,ENSG00000168061
TRM82,YDR165W,WDR4,ENSG00000160193
SEC5,YDR166C,EXOC2,ENSG00000112685
UPS3,YDR185C,PRELID2,ENSG00000186314
UPS3,YDR185C,PRELID3A,ENSG00000141391
UPS3,YDR185C,PRELID3B,ENSG00000101166
SLY1,YDR189W,SCFD1,ENSG00000092108
RVB1,YDR190C,RUVBL1,ENSG00000175792
CAB5,YDR196C,DCAKD,ENSG00000172992
COQ4,YDR204W,COQ4,ENSG00000167113
MSC2,YDR205W,SLC30A7,ENSG00000162695
GCD6,YDR211W,EIF2B5,ENSG00000145191
GTB1,YDR221W,PRKCSH,ENSG00000130175
FMN1,YDR236C,RFK,ENSG00000135002
SEC26,YDR238C,COPB1,ENSG00000129083
PEX5,YDR244W,PEX5L,ENSG00000114757
PEX5,YDR244W,PEX5,ENSG00000139197
TRS23,YDR246W,TRAPPC4,ENSG00000196655
VHS1,YDR247W,SIK2,ENSG00000170145
VHS1,YDR247W,TSSK3,ENSG00000162526
VHS1,YDR247W,TSSK6,ENSG00000178093
VHS1,YDR247W,BRSK1,ENSG00000160469
VHS1,YDR247W,HUNK,ENSG00000142149
VHS1,YDR247W,BRSK2,ENSG00000174672
VHS1,YDR247W,SNRK,ENSG00000163788
VHS1,YDR247W,NIM1K,ENSG00000177453
VHS1,YDR247W,SIK3,ENSG00000160584
VHS1,YDR247W,NUAK1,ENSG00000074590
VHS1,YDR247W,TSSK4,ENSG00000139908
VHS1,YDR247W,TSSK1B,ENSG00000212122
VHS1,YDR247W,TSSK2,ENSG00000206203
VHS1,YDR247W,PRKAA2,ENSG00000162409
VHS1,YDR247W,NUAK2,ENSG00000163545
VHS1,YDR247W,SIK1B,ENSG00000275993
VHS1,YDR247W,PRKAA1,ENSG00000132356
VHS1,YDR247W,SIK1,ENSG00000142178
NA,YDR248C,IDNK,ENSG00000148057
CTA1,YDR256C,CAT,ENSG00000121691
DIN7,YDR263C,EXO1,ENSG00000174371
AKR1,YDR264C,ZDHHC13,ENSG00000177054
AKR1,YDR264C,ANKRD35,ENSG00000198483
AKR1,YDR264C,ZDHHC17,ENSG00000186908
PEX10,YDR265W,PEX10,ENSG00000157911
HEL2,YDR266C,ZNF598,ENSG00000167962
CIA1,YDR267C,CIAO1,ENSG00000144021
CCC2,YDR270W,ATP2B3,ENSG00000067842
GLO2,YDR272W,HAGH,ENSG00000063854
GLO2,YDR272W,MBLAC2,ENSG00000176055
GLO2,YDR272W,PNKD,ENSG00000127838
GLO2,YDR272W,HAGHL,ENSG00000103253
DON1,YDR273W,TOLLIP,ENSG00000078902
GCN2,YDR283C,EIF2AK3,ENSG00000172071
DPP1,YDR284C,PLPP2,ENSG00000141934
DPP1,YDR284C,PLPP4,ENSG00000203805
DPP1,YDR284C,PLPPR4,ENSG00000117600
DPP1,YDR284C,PLPPR2,ENSG00000105520
DPP1,YDR284C,PLPPR5,ENSG00000117598
DPP1,YDR284C,,ENSG00000284686
DPP1,YDR284C,PLPPR3,ENSG00000129951
DPP1,YDR284C,PLPP1,ENSG00000067113
DPP1,YDR284C,PLPPR1,ENSG00000148123
DPP1,YDR284C,PLPP5,ENSG00000147535
DPP1,YDR284C,PLPP3,ENSG00000162407
INM2,YDR287W,IMPAD1,ENSG00000104331
INM2,YDR287W,IMPA2,ENSG00000141401
RTT103,YDR289C,RPRD2,ENSG00000163125
RTT103,YDR289C,RPRD1B,ENSG00000101413
RTT103,YDR289C,RPRD1A,ENSG00000141425
SSD1,YDR293C,DIS3L2,ENSG00000144535
PRO1,YDR300C,ALDH18A1,ENSG00000059573
CFT1,YDR301W,CPSF1,ENSG00000071894
GPI11,YDR302W,PIGF,ENSG00000151665
HNT2,YDR305C,FHIT,ENSG00000189283
SRB7,YDR308C,MED21,ENSG00000152944
OMS1,YDR316W,METTL7A,ENSG00000185432
OMS1,YDR316W,METTL7B,ENSG00000170439
YCG1,YDR325W,NCAPG,ENSG00000109805
YSP2,YDR326C,GRAMD2B,ENSG00000155324
YSP2,YDR326C,GRAMD1C,ENSG00000178075
YSP2,YDR326C,GRAMD1A,ENSG00000089351
YSP2,YDR326C,GRAMD2A,ENSG00000175318
YSP2,YDR326C,GRAMD1B,ENSG00000023171
UBX5,YDR330W,UBXN7,ENSG00000163960
GPI8,YDR331W,PIGK,ENSG00000142892
RQC1,YDR333C,TCF25,ENSG00000141002
MSN5,YDR335W,XPO5,ENSG00000124571
FCF1,YDR339C,FCF1,ENSG00000119616
HXT7,YDR342C,SLC2A3,ENSG00000059804
HXT7,YDR342C,SLC2A1,ENSG00000117394
HXT7,YDR342C,SLC2A12,ENSG00000146411
HXT7,YDR342C,,ENSG00000251357
HXT7,YDR342C,SLC2A9,ENSG00000109667
HXT7,YDR342C,SLC2A7,ENSG00000197241
HXT7,YDR342C,SLC2A2,ENSG00000163581
HXT7,YDR342C,SLC2A8,ENSG00000136856
HXT7,YDR342C,SLC2A14,ENSG00000173262
HXT7,YDR342C,SLC2A5,ENSG00000142583
HXT7,YDR342C,SLC2A10,ENSG00000197496
HXT7,YDR342C,SLC2A11,ENSG00000133460
HXT7,YDR342C,SLC2A6,ENSG00000160326
HXT7,YDR342C,SLC2A4,ENSG00000181856
HXT3,YDR345C,SLC2A5,ENSG00000142583
HXT3,YDR345C,SLC2A6,ENSG00000160326
HXT3,YDR345C,SLC2A7,ENSG00000197241
HXT3,YDR345C,SLC2A4,ENSG00000181856
HXT3,YDR345C,SLC2A9,ENSG00000109667
HXT3,YDR345C,SLC2A11,ENSG00000133460
HXT3,YDR345C,SLC2A2,ENSG00000163581
HXT3,YDR345C,SLC2A14,ENSG00000173262
HXT3,YDR345C,SLC2A10,ENSG00000197496
HXT3,YDR345C,,ENSG00000251357
HXT3,YDR345C,SLC2A8,ENSG00000136856
HXT3,YDR345C,SLC2A12,ENSG00000146411
HXT3,YDR345C,SLC2A1,ENSG00000117394
HXT3,YDR345C,SLC2A3,ENSG00000059804
SVF1,YDR346C,HIST1H4G,ENSG00000275663
SVF1,YDR346C,HIST1H4D,ENSG00000277157
SVF1,YDR346C,HIST2H4A,ENSG00000270882
SVF1,YDR346C,HIST4H4,ENSG00000197837
SVF1,YDR346C,HIST1H4F,ENSG00000274618
SVF1,YDR346C,HIST1H4B,ENSG00000278705
YPQ2,YDR352W,PQLC2,ENSG00000040487
YPQ2,YDR352W,TMEM44,ENSG00000145014
YPQ2,YDR352W,PQLC2L,ENSG00000174899
TRR1,YDR353W,PYROXD1,ENSG00000121350
TRR1,YDR353W,TXNRD1,ENSG00000198431
TRR1,YDR353W,TXNRD3,ENSG00000197763
TRR1,YDR353W,TXNRD2,ENSG00000184470
TRR1,YDR353W,AIFM1,ENSG00000156709
TRR1,YDR353W,AIFM3,ENSG00000183773
GGA1,YDR358W,WDFY2,ENSG00000139668
GGA1,YDR358W,WDFY1,ENSG00000085449
GGA1,YDR358W,STAM2,ENSG00000115145
GGA1,YDR358W,STAM,ENSG00000136738
GGA1,YDR358W,GGA2,ENSG00000103365
GGA1,YDR358W,TOM1L1,ENSG00000141198
GGA1,YDR358W,GGA1,ENSG00000100083
GGA1,YDR358W,GGA3,ENSG00000125447
GGA1,YDR358W,TOM1,ENSG00000100284
GGA1,YDR358W,,ENSG00000286239
GGA1,YDR358W,HGS,ENSG00000185359
GGA1,YDR358W,TOM1L2,ENSG00000175662
CDC40,YDR364C,WDR87,ENSG00000171804
CDC40,YDR364C,CDC40,ENSG00000168438
CDC40,YDR364C,WDR25,ENSG00000176473
YPR1,YDR368W,AKR1C2,ENSG00000151632
YPR1,YDR368W,KCNAB2,ENSG00000069424
YPR1,YDR368W,AKR1C1,ENSG00000187134
YPR1,YDR368W,KCNAB3,ENSG00000170049
YPR1,YDR368W,AKR1B15,ENSG00000227471
YPR1,YDR368W,AKR7L,ENSG00000211454
YPR1,YDR368W,AKR7A3,ENSG00000162482
YPR1,YDR368W,AKR1E2,ENSG00000165568
YPR1,YDR368W,AKR1C8P,ENSG00000264006
YPR1,YDR368W,AKR7A2,ENSG00000053371
YPR1,YDR368W,AKR1C4,ENSG00000198610
YPR1,YDR368W,AKR1A1,ENSG00000117448
YPR1,YDR368W,AKR1B10,ENSG00000198074
YPR1,YDR368W,KCNAB1,ENSG00000169282
YPR1,YDR368W,AKR1C3,ENSG00000196139
YPR1,YDR368W,AKR1B1,ENSG00000085662
YPR1,YDR368W,AKR1D1,ENSG00000122787
CTS2,YDR371W,OVGP1,ENSG00000085465
CTS2,YDR371W,CHI3L1,ENSG00000133048
CTS2,YDR371W,CHI3L2,ENSG00000064886
CTS2,YDR371W,CHIT1,ENSG00000133063
CTS2,YDR371W,CHIA,ENSG00000134216
PHO92,YDR374C,YTHDF2,ENSG00000198492
PHO92,YDR374C,YTHDF1,ENSG00000149658
PHO92,YDR374C,YTHDF3,ENSG00000185728
