Gene stable ID	Gene name	Saccharomyces cerevisiae gene stable ID	Saccharomyces cerevisiae gene name	%id. target Saccharomyces cerevisiae gene identical to query gene	%id. query gene identical to target Saccharomyces cerevisiae gene	Saccharomyces cerevisiae orthology confidence [0 low, 1 high]
ENSG00000071537	SEL1L	YLR207W		18.8917	18.0072	0
ENSG00000071537	SEL1L	YBL061C	SKT5	11.9647	13.6494	0
ENSG00000071537	SEL1L	YER096W		8.31234	12.8906	0
ENSG00000161653	NAGS	YJL071W	ARG2	16.6667	15.5052	0
ENSG00000136933	RABEPK	YER132C		21.7742	4.62065	0
ENSG00000136933	RABEPK	YGL197W		21.7742	5.44721	0
ENSG00000136933	RABEPK	YHR158C		20.6989	6.61512	0
ENSG00000136933	RABEPK	YGR238C		19.8925	8.39002	0
ENSG00000126217	MCF2L	YAL041W	CDC24	10.4	13.7002	0
ENSG00000175352	NRIP3	YER143W	DDI1	16.1826	9.11215	0
ENSG00000167881	SRP68	YPL243W		16.2679	17.0284	0
ENSG00000133460	SLC2A11	YJR160C		18.5047	16.4452	0
ENSG00000133460	SLC2A11	YDL247W		18.5047	16.2562	0
ENSG00000133460	SLC2A11	YBR298C	MAL31	18.8785	16.4495	0
ENSG00000133460	SLC2A11	YGR289C	MAL11	16.0748	13.961	0
ENSG00000133460	SLC2A11	YDL138W		18.6916	13.1062	0
ENSG00000133460	SLC2A11	YDL194W		17.5701	10.6335	0
ENSG00000133460	SLC2A11	YBR241C		19.8131	21.7213	0
ENSG00000133460	SLC2A11	YGL104C		18.6916	20.5761	0
ENSG00000133460	SLC2A11	YEL069C		18.6916	17.7305	0
ENSG00000133460	SLC2A11	YNR072W		18.6916	17.7305	0
ENSG00000133460	SLC2A11	YDL245C		17.9439	16.9312	0
ENSG00000133460	SLC2A11	YJR158W		17.9439	16.9312	0
ENSG00000133460	SLC2A11	YLR081W		17.0093	15.8537	0
ENSG00000133460	SLC2A11	YJL219W		16.8224	15.873	0
ENSG00000133460	SLC2A11	YOL156W	HXT11	16.8224	15.873	0
ENSG00000133460	SLC2A11	YJL214W		17.5701	16.5202	0
ENSG00000133460	SLC2A11	YDR342C		17.5701	16.4912	0
ENSG00000133460	SLC2A11	YDR343C		17.5701	16.4912	0
ENSG00000133460	SLC2A11	YHR092C	HXT4	17.0093	15.7986	0
ENSG00000133460	SLC2A11	YDR345C		18.3178	17.284	0
ENSG00000133460	SLC2A11	YHR094C	HXT1	18.1308	17.0175	0
ENSG00000133460	SLC2A11	YHR096C		17.1963	15.5405	0
ENSG00000133460	SLC2A11	YMR011W		16.4486	16.2662	0
ENSG00000133460	SLC2A11	YFL011W		17.5701	17.2161	0
ENSG00000177076	ACER2	YPL087W		22.1818	19.2429	0
ENSG00000177076	ACER2	YBR183W	YPC1	21.4545	18.6709	0
ENSG00000213221	DNLZ	YNL310C	ZIM17	24.7191	25.2874	0
ENSG00000172340	SUCLG2	YGR244C		41.3636	42.623	1
ENSG00000182473	EXOC7	YJL085W		15.3741	18.138	0
ENSG00000247596	TWF2	YGR080W	TWF1	24.6418	25.9036	0
ENSG00000010292	NCAPD2	YLR272C	YCS4	22.0557	26.2755	0
ENSG00000131507	NDFIP1	YBR290W		22.6244	15.5763	0
ENSG00000137819	PAQR5	YOL002C	IZH2	17.2727	17.9811	0
ENSG00000137819	PAQR5	YDR492W		16.9697	17.7215	0
ENSG00000119471	HSDL2	YIR036C		12.6794	20.1521	0
ENSG00000119471	HSDL2	YIR035C		12.201	20.0787	0
ENSG00000151773	CCDC122	YJL074C		13.9194	3.08943	0
ENSG00000124587	PEX6	YNL329C	PEX6	28.0612	26.699	1
ENSG00000051180	RAD51	YER095W	RAD51	59.7059	50.75	1
ENSG00000166441	RPL27A	YGL103W	RPL28	62.1622	61.745	1
ENSG00000197548	ATG7	YHR171W	ATG7	36.8421	41.1111	1
ENSG00000112874	NUDT12	YGL067W		19.697	23.6979	0
ENSG00000105197	TIMM50	YPL063W		18.6404	17.8571	0
ENSG00000149591	TAGLN	YOR367W		29.8507	30	0
ENSG00000251357	AP000350.4	YJR160C		21.0526	7.30897	0
ENSG00000251357	AP000350.4	YDL247W		21.0526	7.22496	0
ENSG00000251357	AP000350.4	YBR298C	MAL31	19.6172	6.67752	0
ENSG00000251357	AP000350.4	YGR289C	MAL11	17.2249	5.84416	0
ENSG00000251357	AP000350.4	YDL138W		18.6603	5.1114	0
ENSG00000251357	AP000350.4	YDL194W		18.1818	4.29864	0
ENSG00000251357	AP000350.4	YBR241C		24.8804	10.6557	0
ENSG00000251357	AP000350.4	YGL104C		23.445	10.0823	0
ENSG00000251357	AP000350.4	YEL069C		20.0957	7.44681	0
ENSG00000251357	AP000350.4	YNR072W		20.0957	7.44681	0
ENSG00000251357	AP000350.4	YDL245C		19.6172	7.23104	0
ENSG00000251357	AP000350.4	YJR158W		19.6172	7.23104	0
ENSG00000251357	AP000350.4	YLR081W		18.1818	6.62021	0
ENSG00000251357	AP000350.4	YJL219W		17.7034	6.52557	0
ENSG00000251357	AP000350.4	YOL156W	HXT11	17.7034	6.52557	0
ENSG00000251357	AP000350.4	YJL214W		20.0957	7.38137	0
ENSG00000251357	AP000350.4	YDR342C		19.6172	7.19298	0
ENSG00000251357	AP000350.4	YDR343C		19.6172	7.19298	0
ENSG00000251357	AP000350.4	YHR092C	HXT4	18.6603	6.77083	0
ENSG00000251357	AP000350.4	YDR345C		21.0526	7.76014	0
ENSG00000251357	AP000350.4	YHR094C	HXT1	19.6172	7.19298	0
ENSG00000251357	AP000350.4	YHR096C		19.1388	6.75676	0
ENSG00000251357	AP000350.4	YMR011W		19.6172	7.57856	0
ENSG00000251357	AP000350.4	YFL011W		20.5742	7.87546	0
ENSG00000197299	BLM	YMR190C		22.8652	22.3912	0
ENSG00000181026	AEN	YLR107W		19.0769	15.3465	0
ENSG00000160613	PCSK7	YOR003W		6.75159	11.0879	0
ENSG00000160613	PCSK7	YEL060C	PRB1	8.9172	11.0236	0
ENSG00000229474	PATL2	YCR077C	PAT1	18.6004	12.6884	0
ENSG00000122574	WIPF3	YOR181W	LAS17	22.1532	16.9036	0
ENSG00000048392	RRM2B	YGR180C	RNR4	43.3048	44.058	1
ENSG00000048392	RRM2B	YJL026W	RNR2	62.6781	55.1378	1
ENSG00000165996	HACD1	YJL097W		26.0417	34.5622	1
ENSG00000134440	NARS	YHR019C	DED81	51.6423	51.083	1
ENSG00000164002	EXO5	YBR163W	EXO5	24.6649	15.7265	0
ENSG00000155324	GRAMD2B	YDR326C		20.1342	6.25869	0
ENSG00000155324	GRAMD2B	YHR080C		19.2394	6.39405	0
ENSG00000155324	GRAMD2B	YFL042C	YFL042C	19.2394	12.7596	0
ENSG00000155324	GRAMD2B	YLR072W		16.5548	10.6782	0
ENSG00000116062	MSH6	YDR097C	MSH6	25.5882	28.0193	1
ENSG00000274276	CBSL	YGR155W	CYS4	37.1681	41.4201	1
ENSG00000168065	SLC22A11	YML123C	PHO84	12.5455	11.7547	0
ENSG00000109534	GAR1	YHR089C		48.8479	51.7073	1
ENSG00000126581	BECN1	YPL120W	VPS30	27.7778	22.4417	0
ENSG00000175595	ERCC4	YPL022W	RAD1	30.3493	25.2727	1
ENSG00000149658	YTHDF1	YDR374C		17.3524	31.6993	0
ENSG00000186184	POLR1D	YNL113W	RPC19	39.8496	37.3239	1
ENSG00000235194	PPP1R3E	YLR273C		15.7706	6.79012	0
ENSG00000235194	PPP1R3E	YOR178C		17.5627	6.17907	0
ENSG00000224960	PPP4R3C	YNL201C		21.0337	20.3963	0
ENSG00000143952	VPS54	YDR027C	VPS54	15.9672	17.5478	0
ENSG00000160471	COX6B2	YLR038C		39.7727	42.1687	0
ENSG00000187134	AKR1C1	YDL124W		31.8885	33.0128	0
ENSG00000187134	AKR1C1	YMR041C		15.1703	14.6269	0
ENSG00000187134	AKR1C1	YOR120W	GCY1	38.3901	39.7436	0
ENSG00000187134	AKR1C1	YDR368W		38.6997	40.0641	0
ENSG00000187134	AKR1C1	YNL331C		13.0031	11.1702	0
ENSG00000187134	AKR1C1	YJR155W		10.2167	11.4583	0
ENSG00000187134	AKR1C1	YDL243C		12.6935	12.462	0
ENSG00000187134	AKR1C1	YCR107W		13.6223	12.1212	0
ENSG00000187134	AKR1C1	YOL165C		5.88235	13.2867	0
ENSG00000137460	FHDC1	YNL271C	BNI1	17.9353	10.4967	0
ENSG00000066379	ZNRD1	YJR063W	RPA12	22.2222	22.4	0
ENSG00000197776	KLHDC1	YER132C		21.9212	5.07701	0
ENSG00000197776	KLHDC1	YGL197W		18.4729	5.04371	0
ENSG00000197776	KLHDC1	YHR158C		21.9212	7.64605	0
ENSG00000197776	KLHDC1	YGR238C		19.7044	9.07029	0
ENSG00000090372	STRN4	YMR029C		14.6053	21.2237	0
ENSG00000148835	TAF5	YBR198C	TAF5	31.25	31.3283	1
ENSG00000183977	PP2D1	YOR090C	PTC5	9.52381	10.4895	0
ENSG00000055917	PUM2	YLL013C		23.7782	28.7827	0
ENSG00000136936	XPA	YMR201C		27.1062	19.9461	0
ENSG00000165410	CFL2	YLL050C	COF1	34.9398	40.5594	1
ENSG00000159267	HLCS	YDL141W	BPL1	20.5234	21.5942	0
ENSG00000185697	MYBL1	YDR026C		8.64362	11.4035	0
ENSG00000185697	MYBL1	YBR049C	REB1	8.24468	7.65432	0
ENSG00000133083	DCLK1	YLR248W	RCK2	17.2973	20.9836	0
ENSG00000133083	DCLK1	YGL158W		18.2432	26.3672	0
ENSG00000161654	LSM12	YHR121W		19.4872	20.3209	0
ENSG00000197891	SLC22A12	YML123C	PHO84	12.8391	12.0954	0
ENSG00000240230	COX19	YLL018C-A		36.6667	33.6735	1
ENSG00000136247	ZDHHC4	YLR246W		18.0233	17.2702	0
ENSG00000160305	DIP2A	YOR093C		20.5602	19.5995	0
ENSG00000114480	GBE1	YEL011W	GLC3	57.8348	57.6705	1
ENSG00000273559	CWC25	YNL245C		12.9412	30.7263	0
ENSG00000126088	UROD	YDR047W	HEM12	49.5913	50.2762	1
ENSG00000002016	RAD52	YML032C		24.8804	22.0807	0
ENSG00000002016	RAD52	YDL059C		13.8756	24.3697	0
ENSG00000071462	BUD23	YCR047C		43.6242	47.2727	1
ENSG00000088826	SMOX	YMR020W		19.1453	22.0472	0
ENSG00000114735	HEMK1	YNL063W		19.5266	21.0191	0
ENSG00000145740	SLC30A5	YPL224C	MMT2	9.01961	14.2562	0
ENSG00000145740	SLC30A5	YMR177W		8.88889	13.3333	0
ENSG00000142188	TMEM50B	YOL129W		23.4177	20.1087	0
ENSG00000084710	EFR3B	YMR212C		17.6255	18.4143	0
ENSG00000068745	IP6K2	YDR173C	ARG82	21.1268	25.3521	0
ENSG00000118971	CCND2	YPL256C		16.955	8.99083	0
ENSG00000118971	CCND2	YMR199W		15.917	8.42491	0
ENSG00000118971	CCND2	YGR108W	CLB1	16.609	10.1911	0
ENSG00000118971	CCND2	YPR119W		17.6471	10.387	0
ENSG00000118971	CCND2	YPR120C		16.955	11.2644	0
ENSG00000118971	CCND2	YGR109C		18.6851	14.2105	0
ENSG00000118971	CCND2	YDL155W		15.2249	10.3045	0
ENSG00000118971	CCND2	YLR210W		13.8408	8.69565	0
ENSG00000112337	SLC17A2	YOL162W		10.251	22.7907	0
ENSG00000112337	SLC17A2	YOL163W		7.74059	21.8935	0
ENSG00000285901	AC008012.1	YPL256C		17.1429	7.70642	0
ENSG00000285901	AC008012.1	YMR199W		16.7347	7.50916	0
ENSG00000285901	AC008012.1	YGR108W	CLB1	18.3673	9.55414	0
ENSG00000285901	AC008012.1	YPR119W		19.5918	9.77597	0
ENSG00000285901	AC008012.1	YPR120C		18.3673	10.3448	0
ENSG00000285901	AC008012.1	YGR109C		20	12.8947	0
ENSG00000285901	AC008012.1	YDL155W		17.9592	10.3045	0
ENSG00000285901	AC008012.1	YLR210W		15.5102	8.26087	0
ENSG00000101266	CSNK2A1	YOR061W	CKA2	49.8721	57.5221	1
ENSG00000101266	CSNK2A1	YIL035C	CKA1	54.7315	57.5269	1
ENSG00000239900	ADSL	YLR359W	ADE13	62.8099	63.0705	1
ENSG00000204435	CSNK2B	YOR039W	CKB2	46.0465	38.3721	1
ENSG00000142207	URB1	YKL014C	URB1	13.9146	17.9138	0
ENSG00000120656	TAF12	YDR145W	TAF12	39.1304	11.6883	0
ENSG00000164167	LSM6	YDR378C		45	41.8605	1
ENSG00000155903	RASA2	YOL081W	IRA2	19.4346	5.35888	0
ENSG00000155903	RASA2	YBR140C	IRA1	21.437	5.88616	0
ENSG00000108591	DRG2	YGR173W	RBG2	59.6154	58.9674	1
ENSG00000151632	AKR1C2	YDL124W		32.1981	33.3333	0
ENSG00000151632	AKR1C2	YMR041C		15.1703	14.6269	0
ENSG00000151632	AKR1C2	YOR120W	GCY1	38.3901	39.7436	0
ENSG00000151632	AKR1C2	YDR368W		39.0093	40.3846	0
ENSG00000151632	AKR1C2	YNL331C		13.0031	11.1702	0
ENSG00000151632	AKR1C2	YJR155W		10.2167	11.4583	0
ENSG00000151632	AKR1C2	YDL243C		12.6935	12.462	0
ENSG00000151632	AKR1C2	YCR107W		13.6223	12.1212	0
ENSG00000151632	AKR1C2	YOL165C		5.88235	13.2867	0
ENSG00000112294	ALDH5A1	YBR006W	UGA2	42.7007	47.0825	1
ENSG00000146216	TTBK1	YHR135C	YCK1	7.19152	17.658	0
ENSG00000146216	TTBK1	YNL154C		7.41862	17.9487	0
ENSG00000146216	TTBK1	YER123W	YCK3	7.87282	19.8473	0
ENSG00000100567	PSMA3	YOR362C		51.3725	45.4861	1
ENSG00000147669	POLR2K	YHR143W-A	RPC10	32.7586	27.1429	0
ENSG00000114098	ARMC8	YIL017C	VID28	16.3447	11.9435	0
ENSG00000100796	PPP4R3A	YNL201C		25	23.8928	0
ENSG00000101146	RAE1	YER107C	GLE2	42.1196	42.4658	1
ENSG00000125651	GTF2F1	YGR186W	TFG1	17.6015	12.381	0
ENSG00000124532	MRS2	YPL060W	MFM1	20.852	22.5182	0
ENSG00000124532	MRS2	YOR334W		19.2825	18.2979	0
ENSG00000099960	SLC7A4	YBR068C		15.5906	16.2562	0
ENSG00000099960	SLC7A4	YDR046C	BAP3	14.4882	15.2318	0
ENSG00000099960	SLC7A4	YNL270C	ALP1	13.3858	14.8342	0
ENSG00000099960	SLC7A4	YEL063C		13.3858	14.4068	0
ENSG00000099960	SLC7A4	YCL025C	AGP1	15.2756	15.3239	0
ENSG00000099960	SLC7A4	YDR508C		14.8031	14.178	0
ENSG00000099960	SLC7A4	YLL061W		13.5433	14.7513	0
ENSG00000099960	SLC7A4	YPL274W		13.8583	14.9915	0
ENSG00000171720	HDAC3	YGL194C	HOS2	49.0654	46.4602	1
ENSG00000096717	SIRT1	YDL042C	SIR2	19.1432	25.4448	0
ENSG00000096717	SIRT1	YOL068C		19.1432	28.4294	0
ENSG00000105404	RABAC1	YNL044W		22.1622	23.2955	0
ENSG00000119457	SLC46A2	YJL163C		14.9474	12.7928	0
ENSG00000134057	CCNB1	YPL256C		15.0115	11.9266	0
ENSG00000134057	CCNB1	YMR199W		14.0878	11.1722	0
ENSG00000134057	CCNB1	YGR108W	CLB1	24.2494	22.293	0
ENSG00000134057	CCNB1	YPR119W		25.8661	22.8106	0
ENSG00000134057	CCNB1	YPR120C		22.6328	22.5287	0
ENSG00000134057	CCNB1	YGR109C		20.5543	23.4211	0
ENSG00000134057	CCNB1	YDL155W		24.7113	25.0585	0
ENSG00000134057	CCNB1	YLR210W		25.6351	24.1304	0
ENSG00000241878	PISD	YNL169C		23.7164	19.4	0
ENSG00000241878	PISD	YGR170W		17.1149	6.15114	0
ENSG00000176095	IP6K1	YDR173C	ARG82	19.2744	23.9437	0
ENSG00000105409	ATP1A3	YGL008C	PMA1	17.0565	19.0632	0
ENSG00000105409	ATP1A3	YPL036W		16.5692	17.9514	0
ENSG00000105409	ATP1A3	YDR039C		23.4893	22.0898	0
ENSG00000105409	ATP1A3	YDR040C	ENA1	23.3918	21.9982	0
ENSG00000105409	ATP1A3	YDR038C		23.4893	22.0898	0
ENSG00000112293	GPLD1	YJL132W		15.119	16.9333	0
ENSG00000173338	KCNK7	YJL093C	TOK1	22.1498	9.84081	0
ENSG00000146151	HMGCLL1	YDL131W		20.2703	17.0455	0
ENSG00000146151	HMGCLL1	YDL182W		20	17.2897	0
ENSG00000146151	HMGCLL1	YOR108W		21.3514	13.0795	0
ENSG00000146151	HMGCLL1	YNL104C		21.6216	12.9241	0
ENSG00000131504	DIAPH1	YNL271C	BNI1	6.05346	3.94265	0
ENSG00000072756	TRNT1	YER168C	CCA1	23.9631	19.0476	0
ENSG00000129083	COPB1	YDR238C		43.022	42.1377	1
ENSG00000133028	SCO1	YBR024W		28.2392	28.2392	1
ENSG00000133028	SCO1	YBR037C	SCO1	30.2326	30.8475	1
ENSG00000107185	RGP1	YDR137W		17.6471	10.4072	0
ENSG00000171843	MLLT3	YOR213C		10.2113	23.3871	0
ENSG00000171843	MLLT3	YPL129W	TAF14	13.0282	30.3279	0
ENSG00000198604	BAZ1A	YLR399C		3.5347	8.01749	0
ENSG00000198604	BAZ1A	YDL070W		3.21337	7.83699	0
ENSG00000185721	DRG1	YAL036C	RBG1	65.9401	65.5827	0
ENSG00000136485	DCAF7	YPL247C		37.4269	24.4742	0
ENSG00000177082	WDR73	YEL056W		9.78836	9.22693	0
ENSG00000177082	WDR73	YDR030C		10.8466	8.10277	0
ENSG00000177082	WDR73	YDR128W	MTC5	11.3757	3.74564	0
ENSG00000118777	ABCG2	YDR011W		29.4656	12.8581	0
ENSG00000118777	ABCG2	YNR070W		27.9389	13.7284	0
ENSG00000118777	ABCG2	YPL058C		26.4122	11.4494	0
ENSG00000118777	ABCG2	YOR153W	PDR5	28.5496	12.3759	0
ENSG00000118777	ABCG2	YDR406W		27.0229	11.5762	0
ENSG00000118777	ABCG2	YOR328W		27.9389	11.7008	0
ENSG00000118777	ABCG2	YOR011W		25.4962	11.9799	0
ENSG00000118777	ABCG2	YIL013C		24.8855	11.5521	0
ENSG00000178105	DDX10	YJL033W	HCA4	34.0571	38.7013	1
ENSG00000063176	SPHK2	YOR171C		18.1957	19.0705	0
ENSG00000063176	SPHK2	YLR260W		19.2661	18.3406	0
ENSG00000113456	RAD1	YOR368W		15.9574	11.2219	0
ENSG00000135372	NAT10	YNL132W		56.5854	54.9242	1
ENSG00000113460	BRIX1	YOL077C		37.1105	45.0172	1
ENSG00000063177	RPL18	YNL301C	RPL18B	56.383	56.9892	1
ENSG00000063177	RPL18	YOL120C	RPL18A	56.383	56.9892	1
ENSG00000129084	PSMA1	YMR314W		45.7249	52.5641	1
ENSG00000136463	TACO1	YGR021W		23.569	24.1379	0
ENSG00000069535	MAOB	YMR020W		19.2308	19.685	0
ENSG00000196139	AKR1C3	YDL124W		33.7461	34.9359	0
ENSG00000196139	AKR1C3	YMR041C		14.8607	14.3284	0
ENSG00000196139	AKR1C3	YOR120W	GCY1	39.0093	40.3846	0
ENSG00000196139	AKR1C3	YDR368W		38.3901	39.7436	0
ENSG00000196139	AKR1C3	YNL331C		14.2415	12.234	0
ENSG00000196139	AKR1C3	YJR155W		11.4551	12.8472	0
ENSG00000196139	AKR1C3	YDL243C		13.9319	13.6778	0
ENSG00000196139	AKR1C3	YCR107W		14.5511	12.9477	0
ENSG00000196139	AKR1C3	YOL165C		6.50155	14.6853	0
ENSG00000196449	YRDC	YGL169W		22.9391	15.0235	0
ENSG00000104205	SGK3	YPR111W		21.7742	19.1489	0
ENSG00000104205	SGK3	YGR092W		22.5806	19.5804	0
ENSG00000140564	FURIN	YOR003W		7.30479	12.1339	0
ENSG00000140564	FURIN	YEL060C	PRB1	8.56423	10.7087	0
ENSG00000100433	KCNK10	YJL093C	TOK1	15.8379	12.4457	0
ENSG00000108733	PEX12	YMR026C	PEX12	23.1198	20.802	0
ENSG00000125835	SNRPB	YER029C	SMB1	26.6667	32.6531	0
ENSG00000165525	NEMF	YPL009C		25.3717	26.3006	1
ENSG00000155189	AGPAT5	YBR042C	CST26	17.5824	16.1209	0
ENSG00000155189	AGPAT5	YDR018C		17.8571	16.4141	0
ENSG00000178445	GLDC	YMR189W	GCV2	50.4902	49.8066	1
ENSG00000256206	AC018523.2	YMR314W		41.4634	29.0598	1
ENSG00000285505	AC010616.2	YGL008C	PMA1	16.9307	18.6275	0
ENSG00000285505	AC010616.2	YPL036W		16.6337	17.7402	0
ENSG00000285505	AC010616.2	YDR039C		23.6634	21.9065	0
ENSG00000285505	AC010616.2	YDR040C	ENA1	23.5644	21.8148	0
ENSG00000285505	AC010616.2	YDR038C		23.6634	21.9065	0
ENSG00000176635	HORMAD2	YIL072W		22.8013	11.5702	0
ENSG00000165516	KLHDC2	YER132C		20.197	4.6777	0
ENSG00000165516	KLHDC2	YGL197W		17.9803	4.90921	0
ENSG00000165516	KLHDC2	YHR158C		22.4138	7.81787	0
ENSG00000165516	KLHDC2	YGR238C		20.936	9.63719	0
ENSG00000100330	MTMR3	YJR110W		14.6077	25.436	0
ENSG00000137876	RSL24D1	YLR009W		56.4417	46.2312	1
ENSG00000086102	NFX1	YNL023C		24.5536	28.4974	0
ENSG00000144909	OSBPL11	YPL145C	KES1	12.4498	21.4286	0
ENSG00000144909	OSBPL11	YOR237W	HES1	11.7805	20.2765	0
ENSG00000104450	SPAG1	YNL121C	TOM70	10.9071	16.3695	0
ENSG00000104450	SPAG1	YHR117W	TOM71	11.4471	16.5884	0
ENSG00000092377	TBL1Y	YBR103W	SIF2	26.2452	25.6075	1
ENSG00000125691	RPL23	YBL087C	RPL23A	77.1429	78.8321	1
ENSG00000125691	RPL23	YER117W	RPL23B	77.1429	78.8321	1
ENSG00000146282	RARS2	YDR341C	YDR341C	39.2734	37.397	1
ENSG00000146282	RARS2	YHR091C	MSR1	38.5813	34.6812	1
ENSG00000275714	HIST1H3A	YKL049C	CSE4	56.6176	33.6245	1
ENSG00000278705	HIST1H4B	YDR346C	SVF1	38.835	8.31601	0
ENSG00000278705	HIST1H4B	YNL030W		92.233	92.233	1
ENSG00000278705	HIST1H4B	YBR009C		92.233	92.233	1
ENSG00000108055	SMC3	YJL074C		25.9655	25.6911	0
ENSG00000105640	RPL18A	YMR242C	RPL20A	55.1136	56.7251	1
ENSG00000105640	RPL18A	YOR312C	RPL20B	55.1136	56.7251	1
ENSG00000121211	MND1	YGL183C		27.8049	26.0274	1
ENSG00000274267	HIST1H3B	YKL049C	CSE4	56.6176	33.6245	1
ENSG00000114166	KAT2B	YLR399C		4.20673	5.10204	0
ENSG00000114166	KAT2B	YDL070W		3.72596	4.85893	0
ENSG00000277669	AC009086.2	YFR047C	BNA6	36.5854	20.339	0
ENSG00000141522	ARHGDIA	YDL135C		26.383	30.6931	1
ENSG00000103485	QPRT	YFR047C	BNA6	38.3838	38.6441	1
ENSG00000198492	YTHDF2	YDR374C		17.4439	33.0065	0
ENSG00000006125	AP2B1	YGR261C	APL6	13.775	16.1928	0
ENSG00000100883	SRP54	YPR088C	SRP54	48.4127	45.1017	1
ENSG00000136100	VPS36	YLR417W	VPS36	19.6891	13.4276	0
ENSG00000148843	PDCD11	YMR229C		22.3944	24.2337	0
ENSG00000187838	PLSCR3	YJR100C		18.3051	16.5138	0
ENSG00000278828	HIST1H3H	YKL049C	CSE4	56.6176	33.6245	1
ENSG00000180182	MED14	YLR071C	RGR1	12.3109	16.5434	0
ENSG00000106993	CDC37L1	YDR168W	CDC37	15.1335	10.0791	0
ENSG00000134058	CDK7	YDL108W		41.6185	47.0588	1
ENSG00000186523	FAM86B1	YJR129C		19.5946	17.1091	0
ENSG00000275379	HIST1H3I	YKL049C	CSE4	56.6176	33.6245	1
ENSG00000197153	HIST1H3J	YKL049C	CSE4	56.6176	33.6245	1
ENSG00000177692	DNAJC28	YPR105C	COG4	14.433	6.50407	0
ENSG00000121892	PDS5A	YMR076C		18.0254	18.8724	0
ENSG00000118961	LDAH	YPR147C		19.6923	21.0526	0
ENSG00000123213	NLN	YCL057W		32.8125	32.4438	0
ENSG00000204084	INPP5B	YOL065C		10.5148	25	0
ENSG00000041357	PSMA4	YGR135W		50.1916	50.7752	1
ENSG00000215883	CYB5RL	YML087C		17.7778	17.9487	0
ENSG00000215883	CYB5RL	YML125C	PGA3	19.6825	19.8718	0
ENSG00000064651	SLC12A2	YBR235W		17.6568	19.1071	0
ENSG00000162928	PEX13	YLR191W	PEX13	19.3548	20.2073	0
ENSG00000137204	SLC22A7	YML123C	PHO84	13.1387	12.2658	0
ENSG00000205629	LCMT1	YDR435C		28.7425	29.2683	1
ENSG00000256407	AL357673.1	YML087C		10.7843	3.52564	0
ENSG00000256407	AL357673.1	YML125C	PGA3	12.7451	4.16667	0
ENSG00000113387	SUB1	YMR039C	SUB1	26.7717	11.6438	0
ENSG00000278272	HIST1H3C	YKL049C	CSE4	56.6176	33.6245	1
ENSG00000101166	PRELID3B	YDR185C	UPS3	26.8041	29.0503	1
ENSG00000101166	PRELID3B	YLR168C	UPS2	28.3505	23.913	0
ENSG00000186432	KPNA4	YNL189W	SRP1	44.3378	42.6199	1
ENSG00000060971	ACAA1	YIL160C	POT1	50.7075	51.5588	1
ENSG00000171566	PLRG1	YPL151C	PRP46	36.1868	41.2417	1
ENSG00000141485	SLC13A5	YJL198W		20.5986	13.2804	0
ENSG00000141485	SLC13A5	YCR037C		20.7746	12.7844	0
ENSG00000141485	SLC13A5	YNR013C		21.1268	13.4228	0
ENSG00000163636	PSMD6	YPR108W		33.2579	34.2657	1
ENSG00000175106	TVP23C	YDR084C		16.3043	22.6131	0
ENSG00000170043	TRAPPC1	YML077W		28.9655	26.4151	1
ENSG00000120519	SLC10A7	YMR034C		23.743	19.5853	0
ENSG00000229894	GK3P	YHL032C		44.3038	34.5557	1
ENSG00000197860	SGTB	YNL121C	TOM70	16.4474	8.10373	0
ENSG00000197860	SGTB	YHR117W	TOM71	18.0921	8.6072	0
ENSG00000164638	SLC29A4	YAL022C		18.1132	18.5687	0
ENSG00000108651	UTP6	YDR449C		15.9129	21.5909	0
ENSG00000164405	UQCRQ	YJL166W	QCR8	21.9512	19.1489	0
ENSG00000259024	TVP23C-CDRT4	YDR084C		24.3902	20.1005	0
ENSG00000110047	EHD1	YKR019C		13.1387	11.7073	0
ENSG00000110047	EHD1	YJL083W		11.4964	10.4305	0
ENSG00000169118	CSNK1G1	YHR135C	YCK1	40	35.316	0
ENSG00000169118	CSNK1G1	YNL154C		39.5789	34.4322	0
ENSG00000169118	CSNK1G1	YER123W	YCK3	37.0526	33.5878	0
ENSG00000013523	ANGEL1	YAL021C	CCR4	17.9104	14.3369	0
ENSG00000013523	ANGEL1	YML118W		14.0299	18.6139	0
ENSG00000013523	ANGEL1	YMR285C		13.7313	17.8641	0
ENSG00000170049	KCNAB3	YOR120W	GCY1	16.0891	20.8333	0
ENSG00000170049	KCNAB3	YDR368W		16.5842	21.4744	0
ENSG00000170049	KCNAB3	YNL331C		15.8416	17.0213	0
ENSG00000170049	KCNAB3	YJR155W		12.1287	17.0139	0
ENSG00000170049	KCNAB3	YDL243C		15.3465	18.845	0
ENSG00000170049	KCNAB3	YCR107W		16.5842	18.4573	0
ENSG00000170049	KCNAB3	YOL165C		6.43564	18.1818	0
ENSG00000148672	GLUD1	YDL215C	GDH2	24.3728	12.4542	0
ENSG00000137818	RPLP1	YOL039W	RPP2A	29.8246	32.0755	0
ENSG00000137818	RPLP1	YDR382W	RPP2B	31.5789	32.7273	0
ENSG00000137818	RPLP1	YDL081C	RPP1A	45.614	49.0566	0
ENSG00000146143	PRIM2	YKL045W		32.8094	31.6288	1
ENSG00000165684	SNAPC4	YDR026C		5.58203	14.386	0
